voyage_id,imo_number,vessel_name,vessel_type,cp_date,laycan_start,laycan_end,actual_load_date,actual_discharge_date,load_port,load_country,load_region,discharge_port,discharge_country,discharge_region,cargo_grade,cargo_qty_mt,charterer,sts_transfer,ballast_origin,laden_days,ballast_days
VYG1357,9592222,Nord Crown,Suezmax,2022-04-10,2022-04-17,2022-04-21,2022-04-18,2022-05-03,Ras Tanura,Saudi Arabia,AG,Trieste,Italy,MED,Arab Light,143103,Glencore Energy,N,Ulsan,15,9
VYG1358,9592222,Nord Crown,Suezmax,2022-05-08,2022-05-14,2022-05-18,2022-05-16,2022-06-07,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,149344,Saudi Aramco Trading,N,Houston,22,10
VYG1359,9592222,Nord Crown,Suezmax,2022-06-16,2022-06-19,2022-06-23,2022-06-21,2022-07-01,Djeno,Congo,WAF,Fos-sur-Mer,France,MED,Bonny Light,151808,Gunvor Group,N,Rotterdam,10,11
VYG1360,9592222,Nord Crown,Suezmax,2022-07-05,2022-07-08,2022-07-12,2022-07-08,2022-08-04,Mongstad,Norway,NS,Ulsan,South Korea,FEA,Brent Blend,137780,Castleton Commodities,N,Ulsan,27,8
VYG1361,9592222,Nord Crown,Suezmax,2022-08-08,2022-08-12,2022-08-16,2022-08-13,2022-09-06,Djeno,Congo,WAF,Ulsan,South Korea,FEA,Forcados,139326,TotalEnergies Trading,N,Antwerp,24,5
VYG1362,9592222,Nord Crown,Suezmax,2022-09-11,2022-09-16,2022-09-20,2022-09-17,2022-10-05,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Basrah Light,146354,Saudi Aramco Trading,N,Houston,18,7
VYG1363,9592222,Nord Crown,Suezmax,2022-10-13,2022-10-19,2022-10-23,2022-10-19,2022-11-17,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Basrah Light,142651,Freepoint Commodities,N,Singapore,29,5
VYG1364,9592222,Nord Crown,Suezmax,2022-11-26,2022-11-28,2022-12-02,2022-11-28,2022-12-27,Ras Tanura,Saudi Arabia,AG,Ulsan,South Korea,FEA,Arab Light,137915,ExxonMobil Oil,N,Houston,29,9
VYG1365,9592222,Nord Crown,Suezmax,2023-01-02,2023-01-06,2023-01-10,2023-01-06,2023-01-20,Mongstad,Norway,NS,Fos-sur-Mer,France,MED,Brent Blend,143589,Gunvor Group,N,Ulsan,14,5
VYG1366,9592222,Nord Crown,Suezmax,2023-01-25,2023-01-28,2023-02-01,2023-01-30,2023-02-13,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,140523,Glencore Energy,N,Houston,14,11
VYG1367,9592222,Nord Crown,Suezmax,2023-02-20,2023-02-23,2023-02-27,2023-02-23,2023-03-10,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,151028,TotalEnergies Trading,N,Rotterdam,15,8
VYG1368,9592222,Nord Crown,Suezmax,2023-03-16,2023-03-23,2023-03-27,2023-03-23,2023-04-10,Djeno,Congo,WAF,Qingdao,China,FEA,Bonny Light,136944,Saudi Aramco Trading,N,Antwerp,18,10
VYG1369,9592222,Nord Crown,Suezmax,2023-04-14,2023-04-16,2023-04-20,2023-04-18,2023-05-10,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Arab Light,139669,ExxonMobil Oil,N,Ulsan,22,7
VYG1370,9592222,Nord Crown,Suezmax,2023-05-19,2023-05-24,2023-05-28,2023-05-26,2023-06-09,Basrah,Iraq,AG,Trieste,Italy,MED,Arab Heavy,137183,Chevron Products,N,Houston,14,10
VYG1371,9592222,Nord Crown,Suezmax,2023-06-18,2023-06-25,2023-06-29,2023-06-26,2023-07-12,Escravos,Nigeria,WAF,Antwerp,Belgium,NWE,Bonny Light,148179,Freepoint Commodities,N,Antwerp,16,8
VYG1372,9592222,Nord Crown,Suezmax,2023-07-16,2023-07-18,2023-07-22,2023-07-20,2023-08-02,Basrah,Iraq,AG,Antwerp,Belgium,NWE,Iranian Heavy,143238,Shell Trading,N,Houston,13,11
VYG1373,9592222,Nord Crown,Suezmax,2023-08-06,2023-08-13,2023-08-17,2023-08-13,2023-09-02,Djeno,Congo,WAF,Ulsan,South Korea,FEA,Bonny Light,149117,Equinor Trading,N,Antwerp,20,5
VYG1374,9592222,Nord Crown,Suezmax,2023-09-10,2023-09-15,2023-09-19,2023-09-15,2023-10-03,Djeno,Congo,WAF,Qingdao,China,FEA,Forcados,144194,Vitol Group,N,Antwerp,18,4
VYG1375,9592222,Nord Crown,Suezmax,2023-10-11,2023-10-16,2023-10-20,2023-10-17,2023-11-07,Escravos,Nigeria,WAF,Fos-sur-Mer,France,MED,Forcados,148596,Castleton Commodities,N,Singapore,21,11
VYG1376,9592222,Nord Crown,Suezmax,2023-11-16,2023-11-22,2023-11-26,2023-11-22,2023-12-17,Djeno,Congo,WAF,Ulsan,South Korea,FEA,Forcados,144507,Equinor Trading,N,Ulsan,25,9
VYG1377,9592222,Nord Crown,Suezmax,2023-12-25,2023-12-28,2024-01-01,2023-12-29,2024-01-23,Basrah,Iraq,AG,Augusta,Italy,MED,Iranian Heavy,147588,TotalEnergies Trading,N,Singapore,25,10
VYG1378,9592222,Nord Crown,Suezmax,2024-02-01,2024-02-03,2024-02-07,2024-02-05,2024-02-22,Basrah,Iraq,AG,Trieste,Italy,MED,Arab Heavy,143745,Freepoint Commodities,N,Ulsan,17,6
VYG1379,9592222,Nord Crown,Suezmax,2024-02-26,2024-03-04,2024-03-08,2024-03-04,2024-03-15,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,149970,Freepoint Commodities,N,Ulsan,11,4
VYG1380,9592222,Nord Crown,Suezmax,2024-03-20,2024-03-25,2024-03-29,2024-03-27,2024-04-18,Mongstad,Norway,NS,Rotterdam,Netherlands,NWE,Brent Blend,150094,Trafigura,N,Rotterdam,22,7
VYG1381,9592222,Nord Crown,Suezmax,2024-04-26,2024-04-29,2024-05-03,2024-04-29,2024-05-24,Basrah,Iraq,AG,Antwerp,Belgium,NWE,Basrah Light,145798,Equinor Trading,N,Antwerp,25,6
VYG1382,9592222,Nord Crown,Suezmax,2024-05-31,2024-06-07,2024-06-11,2024-06-09,2024-07-07,Escravos,Nigeria,WAF,Qingdao,China,FEA,Forcados,147434,BP Oil International,N,Singapore,28,4
VYG1383,9592222,Nord Crown,Suezmax,2024-07-12,2024-07-17,2024-07-21,2024-07-18,2024-08-06,Basrah,Iraq,AG,Augusta,Italy,MED,Basrah Light,141798,Castleton Commodities,N,Rotterdam,19,10
VYG1384,9592222,Nord Crown,Suezmax,2024-08-15,2024-08-21,2024-08-25,2024-08-21,2024-09-16,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,137188,Saudi Aramco Trading,N,Ulsan,26,7
VYG1385,9592222,Nord Crown,Suezmax,2024-09-22,2024-09-28,2024-10-02,2024-09-29,2024-10-14,Escravos,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,147964,Gunvor Group,N,Singapore,15,9
VYG1386,9592222,Nord Crown,Suezmax,2024-10-23,2024-10-26,2024-10-30,2024-10-26,2024-11-15,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,140208,Freepoint Commodities,N,Ulsan,20,8
VYG1387,9592222,Nord Crown,Suezmax,2024-11-23,2024-11-26,2024-11-30,2024-11-27,2024-12-07,Basrah,Iraq,AG,Antwerp,Belgium,NWE,Arab Heavy,147405,Shell Trading,N,Ulsan,10,4
VYG1388,9592222,Nord Crown,Suezmax,2024-12-14,2024-12-18,2024-12-22,2024-12-20,2025-01-17,Basrah,Iraq,AG,Augusta,Italy,MED,Arab Heavy,143367,Glencore Energy,N,Houston,28,8
VYG1389,9593333,Nord Quest,Suezmax,2022-01-01,2022-01-06,2022-01-10,2022-01-06,2022-01-20,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,152826,Castleton Commodities,N,Rotterdam,14,4
VYG1390,9593333,Nord Quest,Suezmax,2022-01-26,2022-02-02,2022-02-06,2022-02-03,2022-02-15,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,154275,Freepoint Commodities,N,Singapore,12,5
VYG1391,9593333,Nord Quest,Suezmax,2022-02-23,2022-03-02,2022-03-06,2022-03-04,2022-03-20,Mongstad,Norway,NS,Ulsan,South Korea,FEA,Brent Blend,143287,BP Oil International,N,Ulsan,16,5
VYG1392,9593333,Nord Quest,Suezmax,2022-03-24,2022-03-27,2022-03-31,2022-03-27,2022-04-13,Escravos,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,141097,Shell Trading,N,Singapore,17,4
VYG1393,9593333,Nord Quest,Suezmax,2022-04-17,2022-04-19,2022-04-23,2022-04-20,2022-05-16,Sullom Voe,UK,NS,Ulsan,South Korea,FEA,Brent Blend,152233,BP Oil International,N,Rotterdam,26,4
VYG1394,9593333,Nord Quest,Suezmax,2022-05-23,2022-05-27,2022-05-31,2022-05-29,2022-06-14,Basrah,Iraq,AG,Augusta,Italy,MED,Arab Light,151252,ExxonMobil Oil,N,Antwerp,16,9
VYG1395,9593333,Nord Quest,Suezmax,2022-06-20,2022-06-24,2022-06-28,2022-06-26,2022-07-12,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,142618,Trafigura,N,Houston,16,7
VYG1396,9593333,Nord Quest,Suezmax,2022-07-20,2022-07-26,2022-07-30,2022-07-26,2022-08-13,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,153308,Vitol Group,N,Antwerp,18,5
VYG1397,9593333,Nord Quest,Suezmax,2022-08-21,2022-08-24,2022-08-28,2022-08-26,2022-09-18,Sullom Voe,UK,NS,Antwerp,Belgium,NWE,Brent Blend,141156,Saudi Aramco Trading,N,Ulsan,23,11
VYG1398,9593333,Nord Quest,Suezmax,2022-09-26,2022-09-29,2022-10-03,2022-09-29,2022-10-24,Bonny,Nigeria,WAF,Trieste,Italy,MED,Bonny Light,154385,Mercuria Energy,N,Houston,25,5
VYG1399,9593333,Nord Quest,Suezmax,2022-10-28,2022-10-31,2022-11-04,2022-11-02,2022-11-23,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,148733,Gunvor Group,N,Ulsan,21,6
VYG1400,9593333,Nord Quest,Suezmax,2022-11-30,2022-12-04,2022-12-08,2022-12-05,2022-12-18,Ras Tanura,Saudi Arabia,AG,Rotterdam,Netherlands,NWE,Basrah Light,150947,Glencore Energy,N,Rotterdam,13,8
VYG1401,9593333,Nord Quest,Suezmax,2022-12-25,2022-12-31,2023-01-04,2023-01-01,2023-01-24,Djeno,Congo,WAF,Antwerp,Belgium,NWE,Bonny Light,147024,Glencore Energy,N,Antwerp,23,4
VYG1402,9593333,Nord Quest,Suezmax,2023-01-30,2023-02-03,2023-02-07,2023-02-03,2023-03-04,Ras Tanura,Saudi Arabia,AG,Qingdao,China,FEA,Basrah Light,151732,TotalEnergies Trading,N,Rotterdam,29,5
VYG1403,9593333,Nord Quest,Suezmax,2023-03-12,2023-03-15,2023-03-19,2023-03-17,2023-04-12,Djeno,Congo,WAF,Trieste,Italy,MED,Forcados,152010,Freepoint Commodities,N,Singapore,26,11
VYG1404,9593333,Nord Quest,Suezmax,2023-04-18,2023-04-23,2023-04-27,2023-04-24,2023-05-05,Basrah,Iraq,AG,Qingdao,China,FEA,Iranian Heavy,147739,Litasco,N,Houston,11,8
VYG1405,9593333,Nord Quest,Suezmax,2023-05-14,2023-05-19,2023-05-23,2023-05-20,2023-06-11,Ras Tanura,Saudi Arabia,AG,Antwerp,Belgium,NWE,Arab Heavy,141062,BP Oil International,N,Houston,22,7
VYG1406,9593333,Nord Quest,Suezmax,2023-06-18,2023-06-24,2023-06-28,2023-06-25,2023-07-15,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,147366,Shell Trading,N,Singapore,20,11
VYG1407,9593333,Nord Quest,Suezmax,2023-07-24,2023-07-31,2023-08-04,2023-08-01,2023-08-20,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Forcados,143368,Saudi Aramco Trading,N,Houston,19,5
VYG1408,9593333,Nord Quest,Suezmax,2023-08-24,2023-08-29,2023-09-02,2023-08-29,2023-09-20,Basrah,Iraq,AG,Trieste,Italy,MED,Iranian Heavy,151582,Trafigura,N,Rotterdam,22,7
VYG1409,9593333,Nord Quest,Suezmax,2023-09-28,2023-09-30,2023-10-04,2023-09-30,2023-10-21,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Arab Heavy,154883,Trafigura,N,Ulsan,21,11
VYG1410,9593333,Nord Quest,Suezmax,2023-10-26,2023-10-30,2023-11-03,2023-10-31,2023-11-13,Basrah,Iraq,AG,Qingdao,China,FEA,Arab Light,146474,Freepoint Commodities,N,Ulsan,13,6
VYG1411,9593333,Nord Quest,Suezmax,2023-11-18,2023-11-24,2023-11-28,2023-11-24,2023-12-08,Djeno,Congo,WAF,Rotterdam,Netherlands,NWE,Forcados,147873,Mercuria Energy,N,Houston,14,5
VYG1412,9593333,Nord Quest,Suezmax,2023-12-16,2023-12-20,2023-12-24,2023-12-22,2024-01-08,Ras Tanura,Saudi Arabia,AG,Augusta,Italy,MED,Iranian Heavy,144481,Gunvor Group,N,Singapore,17,11
VYG1413,9593333,Nord Quest,Suezmax,2024-01-14,2024-01-17,2024-01-21,2024-01-19,2024-02-03,Sullom Voe,UK,NS,Ulsan,South Korea,FEA,Brent Blend,155717,Gunvor Group,N,Antwerp,15,4
VYG1414,9593333,Nord Quest,Suezmax,2024-02-12,2024-02-14,2024-02-18,2024-02-15,2024-03-02,Djeno,Congo,WAF,Qingdao,China,FEA,Bonny Light,154753,Litasco,N,Houston,16,9
VYG1415,9593333,Nord Quest,Suezmax,2024-03-07,2024-03-10,2024-03-14,2024-03-11,2024-03-31,Bonny,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,144740,Saudi Aramco Trading,N,Ulsan,20,11
VYG1416,9593333,Nord Quest,Suezmax,2024-04-06,2024-04-09,2024-04-13,2024-04-11,2024-04-29,Djeno,Congo,WAF,Rotterdam,Netherlands,NWE,Bonny Light,152615,Gunvor Group,N,Ulsan,18,11
VYG1417,9593333,Nord Quest,Suezmax,2024-05-08,2024-05-11,2024-05-15,2024-05-11,2024-05-27,Djeno,Congo,WAF,Augusta,Italy,MED,Forcados,148836,TotalEnergies Trading,N,Houston,16,5
VYG1418,9593333,Nord Quest,Suezmax,2024-06-03,2024-06-08,2024-06-12,2024-06-09,2024-06-27,Djeno,Congo,WAF,Augusta,Italy,MED,Bonny Light,145223,Litasco,N,Ulsan,18,7
VYG1419,9593333,Nord Quest,Suezmax,2024-07-03,2024-07-06,2024-07-10,2024-07-07,2024-07-19,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,153443,ExxonMobil Oil,N,Rotterdam,12,11
VYG1420,9593333,Nord Quest,Suezmax,2024-07-25,2024-07-27,2024-07-31,2024-07-27,2024-08-08,Bonny,Nigeria,WAF,Ulsan,South Korea,FEA,Forcados,140256,Gunvor Group,N,Antwerp,12,10
VYG1421,9593333,Nord Quest,Suezmax,2024-08-17,2024-08-20,2024-08-24,2024-08-20,2024-09-02,Basrah,Iraq,AG,Ulsan,South Korea,FEA,Arab Heavy,144292,Shell Trading,N,Singapore,13,9
VYG1422,9593333,Nord Quest,Suezmax,2024-09-06,2024-09-08,2024-09-12,2024-09-08,2024-10-06,Basrah,Iraq,AG,,,,Iranian Heavy,153415,Shell Trading,Y,Singapore,28,8
VYG1423,9593333,Nord Quest,Suezmax,2024-10-10,2024-10-12,2024-10-16,2024-10-13,2024-11-04,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,146961,Gunvor Group,N,Houston,22,7
VYG1424,9593333,Nord Quest,Suezmax,2024-11-08,2024-11-12,2024-11-16,2024-11-14,2024-12-06,Mongstad,Norway,NS,,,,Brent Blend,142759,ExxonMobil Oil,Y,Houston,22,11
VYG1425,9593333,Nord Quest,Suezmax,2024-12-13,2024-12-20,2024-12-24,2024-12-21,2025-01-10,Djeno,Congo,WAF,Fos-sur-Mer,France,MED,Forcados,143144,Glencore Energy,N,Rotterdam,20,10
VYG1426,9594444,Nord Star,Aframax,2022-01-01,2022-01-03,2022-01-07,2022-01-05,2022-01-18,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,104093,Mercuria Energy,N,Ulsan,13,8
VYG1427,9594444,Nord Star,Aframax,2022-01-25,2022-01-28,2022-02-01,2022-01-30,2022-02-18,Primorsk,Russia,BS,Antwerp,Belgium,NWE,Urals,101073,Shell Trading,N,Singapore,19,9
VYG1428,9594444,Nord Star,Aframax,2022-02-22,2022-02-24,2022-02-28,2022-02-25,2022-03-16,Novorossiysk,Russia,BS,,,,Urals,103478,Castleton Commodities,Y,Antwerp,19,9
VYG1429,9594444,Nord Star,Aframax,2022-03-23,2022-03-28,2022-04-01,2022-03-28,2022-04-19,Sullom Voe,UK,NS,Fos-sur-Mer,France,MED,Brent Blend,107637,Litasco,N,Houston,22,5
VYG1430,9594444,Nord Star,Aframax,2022-04-27,2022-04-29,2022-05-03,2022-04-29,2022-05-26,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,101310,Litasco,N,Houston,27,7
VYG1431,9594444,Nord Star,Aframax,2022-05-31,2022-06-02,2022-06-06,2022-06-04,2022-06-18,Mongstad,Norway,NS,Rotterdam,Netherlands,NWE,Brent Blend,103196,Freepoint Commodities,N,Rotterdam,14,4
VYG1432,9594444,Nord Star,Aframax,2022-06-23,2022-06-25,2022-06-29,2022-06-27,2022-07-18,Novorossiysk,Russia,BS,Antwerp,Belgium,NWE,Urals,108971,BP Oil International,N,Ulsan,21,11
VYG1433,9594444,Nord Star,Aframax,2022-07-25,2022-07-27,2022-07-31,2022-07-27,2022-08-24,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,98694,Saudi Aramco Trading,N,Antwerp,28,10
VYG1434,9594444,Nord Star,Aframax,2022-09-01,2022-09-07,2022-09-11,2022-09-09,2022-09-22,Primorsk,Russia,BS,Fos-sur-Mer,France,MED,Urals,104723,Litasco,N,Singapore,13,11
VYG1435,9594444,Nord Star,Aframax,2022-09-30,2022-10-02,2022-10-06,2022-10-02,2022-10-28,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,105445,BP Oil International,N,Singapore,26,7
VYG1436,9594444,Nord Star,Aframax,2022-11-03,2022-11-08,2022-11-12,2022-11-09,2022-11-29,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,99400,Shell Trading,N,Ulsan,20,5
VYG1437,9594444,Nord Star,Aframax,2022-12-07,2022-12-13,2022-12-17,2022-12-13,2023-01-08,Bonny,Nigeria,WAF,Trieste,Italy,MED,Forcados,104270,Equinor Trading,N,Antwerp,26,8
VYG1438,9594444,Nord Star,Aframax,2023-01-13,2023-01-20,2023-01-24,2023-01-22,2023-02-03,Mongstad,Norway,NS,Trieste,Italy,MED,Brent Blend,100517,BP Oil International,N,Ulsan,12,9
VYG1439,9594444,Nord Star,Aframax,2023-02-09,2023-02-12,2023-02-16,2023-02-14,2023-03-05,Novorossiysk,Russia,BS,Corpus Christi,USA,USGC,Urals,106782,Saudi Aramco Trading,N,Houston,19,4
VYG1440,9594444,Nord Star,Aframax,2023-03-10,2023-03-17,2023-03-21,2023-03-19,2023-04-11,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,101267,TotalEnergies Trading,N,Ulsan,23,7
VYG1441,9594444,Nord Star,Aframax,2023-04-18,2023-04-23,2023-04-27,2023-04-24,2023-05-22,Sullom Voe,UK,NS,Augusta,Italy,MED,Brent Blend,106320,ExxonMobil Oil,N,Antwerp,28,9
VYG1442,9594444,Nord Star,Aframax,2023-05-31,2023-06-05,2023-06-09,2023-06-05,2023-06-24,Primorsk,Russia,BS,Antwerp,Belgium,NWE,Urals,102365,Glencore Energy,N,Singapore,19,4
VYG1443,9594444,Nord Star,Aframax,2023-06-29,2023-07-01,2023-07-05,2023-07-02,2023-07-21,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,101753,Freepoint Commodities,N,Rotterdam,19,8
VYG1444,9594444,Nord Star,Aframax,2023-07-27,2023-07-29,2023-08-02,2023-07-31,2023-08-24,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,103559,TotalEnergies Trading,N,Singapore,24,8
VYG1445,9594444,Nord Star,Aframax,2023-09-01,2023-09-08,2023-09-12,2023-09-08,2023-10-01,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,108473,Gunvor Group,N,Antwerp,23,9
VYG1446,9594444,Nord Star,Aframax,2023-10-07,2023-10-10,2023-10-14,2023-10-10,2023-10-25,Primorsk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,99090,Vitol Group,N,Antwerp,15,5
VYG1447,9594444,Nord Star,Aframax,2023-11-01,2023-11-04,2023-11-08,2023-11-05,2023-11-17,Primorsk,Russia,BS,Antwerp,Belgium,NWE,Urals,103200,Chevron Products,N,Antwerp,12,8
VYG1448,9594444,Nord Star,Aframax,2023-11-24,2023-11-27,2023-12-01,2023-11-27,2023-12-15,Sullom Voe,UK,NS,Trieste,Italy,MED,Brent Blend,102745,Chevron Products,N,Antwerp,18,4
VYG1449,9594444,Nord Star,Aframax,2023-12-20,2023-12-25,2023-12-29,2023-12-27,2024-01-08,Mongstad,Norway,NS,,,,Brent Blend,101340,Freepoint Commodities,Y,Antwerp,12,6
VYG1450,9594444,Nord Star,Aframax,2024-01-14,2024-01-17,2024-01-21,2024-01-18,2024-02-12,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,104500,Shell Trading,N,Antwerp,25,10
VYG1451,9594444,Nord Star,Aframax,2024-02-17,2024-02-22,2024-02-26,2024-02-22,2024-03-03,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,102422,Glencore Energy,N,Antwerp,10,10
VYG1452,9594444,Nord Star,Aframax,2024-03-09,2024-03-15,2024-03-19,2024-03-15,2024-03-26,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,98809,Equinor Trading,N,Antwerp,11,10
VYG1453,9594444,Nord Star,Aframax,2024-04-04,2024-04-09,2024-04-13,2024-04-09,2024-05-04,Primorsk,Russia,BS,Corpus Christi,USA,USGC,Urals,107380,Equinor Trading,N,Singapore,25,8
VYG1454,9594444,Nord Star,Aframax,2024-05-11,2024-05-14,2024-05-18,2024-05-16,2024-06-14,Novorossiysk,Russia,BS,,,,Urals,103543,BP Oil International,Y,Rotterdam,29,11
VYG1455,9594444,Nord Star,Aframax,2024-06-23,2024-06-28,2024-07-02,2024-06-29,2024-07-11,Mongstad,Norway,NS,Augusta,Italy,MED,Brent Blend,109621,Equinor Trading,N,Houston,12,5
VYG1456,9594444,Nord Star,Aframax,2024-07-15,2024-07-17,2024-07-21,2024-07-18,2024-07-30,Mongstad,Norway,NS,Fos-sur-Mer,France,MED,Brent Blend,103933,Gunvor Group,N,Ulsan,12,10
VYG1457,9594444,Nord Star,Aframax,2024-08-03,2024-08-10,2024-08-14,2024-08-10,2024-08-29,Primorsk,Russia,BS,Augusta,Italy,MED,Urals,99139,Glencore Energy,N,Ulsan,19,9
VYG1458,9594444,Nord Star,Aframax,2024-09-07,2024-09-14,2024-09-18,2024-09-14,2024-10-09,Bonny,Nigeria,WAF,Trieste,Italy,MED,Bonny Light,103304,Gunvor Group,N,Singapore,25,8
VYG1459,9594444,Nord Star,Aframax,2024-10-13,2024-10-20,2024-10-24,2024-10-22,2024-11-11,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,101458,Equinor Trading,N,Singapore,20,11
VYG1460,9594444,Nord Star,Aframax,2024-11-18,2024-11-24,2024-11-28,2024-11-26,2024-12-09,Mongstad,Norway,NS,Rotterdam,Netherlands,NWE,Brent Blend,108141,Trafigura,N,Houston,13,7
VYG1461,9594444,Nord Star,Aframax,2024-12-18,2024-12-22,2024-12-26,2024-12-22,2025-01-11,Bonny,Nigeria,WAF,Augusta,Italy,MED,Bonny Light,100648,Freepoint Commodities,N,Singapore,20,9
VYG1462,9595555,Nord Wave,Aframax,2022-01-01,2022-01-04,2022-01-08,2022-01-04,2022-01-22,Primorsk,Russia,BS,Trieste,Italy,MED,Urals,108072,Vitol Group,N,Singapore,18,7
VYG1463,9595555,Nord Wave,Aframax,2022-01-28,2022-01-31,2022-02-04,2022-02-01,2022-02-24,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,104369,Equinor Trading,N,Ulsan,23,7
VYG1464,9595555,Nord Wave,Aframax,2022-03-02,2022-03-05,2022-03-09,2022-03-07,2022-03-26,Novorossiysk,Russia,BS,Rotterdam,Netherlands,NWE,Urals,110039,Mercuria Energy,N,Antwerp,19,7
VYG1465,9595555,Nord Wave,Aframax,2022-03-30,2022-04-04,2022-04-08,2022-04-04,2022-04-18,Novorossiysk,Russia,BS,Antwerp,Belgium,NWE,Urals,104226,Chevron Products,N,Ulsan,14,9
VYG1466,9595555,Nord Wave,Aframax,2022-04-22,2022-04-27,2022-05-01,2022-04-28,2022-05-19,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,108837,Equinor Trading,N,Antwerp,21,4
VYG1467,9595555,Nord Wave,Aframax,2022-05-25,2022-05-27,2022-05-31,2022-05-27,2022-06-22,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,107234,Freepoint Commodities,N,Rotterdam,26,5
VYG1468,9595555,Nord Wave,Aframax,2022-06-30,2022-07-04,2022-07-08,2022-07-06,2022-07-29,Novorossiysk,Russia,BS,Antwerp,Belgium,NWE,Urals,102176,Litasco,N,Ulsan,23,11
VYG1469,9595555,Nord Wave,Aframax,2022-08-02,2022-08-07,2022-08-11,2022-08-09,2022-08-29,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,107309,Mercuria Energy,N,Rotterdam,20,6
VYG1470,9595555,Nord Wave,Aframax,2022-09-02,2022-09-04,2022-09-08,2022-09-06,2022-09-28,Bonny,Nigeria,WAF,,,,Bonny Light,101554,Gunvor Group,Y,Antwerp,22,6
VYG1471,9595555,Nord Wave,Aframax,2022-10-06,2022-10-09,2022-10-13,2022-10-10,2022-10-25,Primorsk,Russia,BS,,,,Urals,103504,Saudi Aramco Trading,Y,Houston,15,6
VYG1472,9595555,Nord Wave,Aframax,2022-10-30,2022-11-06,2022-11-10,2022-11-07,2022-11-25,Bonny,Nigeria,WAF,Fos-sur-Mer,France,MED,Bonny Light,104058,TotalEnergies Trading,N,Rotterdam,18,7
VYG1473,9595555,Nord Wave,Aframax,2022-11-30,2022-12-02,2022-12-06,2022-12-03,2022-12-13,Novorossiysk,Russia,BS,Fos-sur-Mer,France,MED,Urals,108945,Saudi Aramco Trading,N,Ulsan,10,8
VYG1474,9595555,Nord Wave,Aframax,2022-12-22,2022-12-26,2022-12-30,2022-12-28,2023-01-07,Mongstad,Norway,NS,Antwerp,Belgium,NWE,Brent Blend,103906,Saudi Aramco Trading,N,Rotterdam,10,8
VYG1475,9595555,Nord Wave,Aframax,2023-01-11,2023-01-17,2023-01-21,2023-01-17,2023-02-11,Sullom Voe,UK,NS,Rotterdam,Netherlands,NWE,Brent Blend,110528,Litasco,N,Ulsan,25,5
VYG1476,9595555,Nord Wave,Aframax,2023-02-17,2023-02-19,2023-02-23,2023-02-21,2023-03-17,Novorossiysk,Russia,BS,Trieste,Italy,MED,Urals,110913,TotalEnergies Trading,N,Antwerp,24,10
VYG1477,9595555,Nord Wave,Aframax,2023-03-23,2023-03-25,2023-03-29,2023-03-27,2023-04-25,Bonny,Nigeria,WAF,Antwerp,Belgium,NWE,Forcados,101383,Castleton Commodities,N,Antwerp,29,6
