port_call_id,voyage_id,port,port_type,call_date,agency_fee,pilotage,towage,port_dues,mooring,canal_transit,currency,usd_fx_rate
PC1318-D,VYG1318,Ningbo,discharge,2022-02-13,16410.2,4250.67,12818.94,11961.96,1293.87,0.0,AED,0.27
PC1319-L,VYG1319,Kharg Island,load,2022-02-27,9086.4,4200.78,6850.27,12487.57,3257.07,0.0,USD,1.0
PC1319-D,VYG1319,Antwerp,discharge,2022-03-13,9900.15,8985.76,5633.94,14037.31,3799.44,0.0,USD,1.0
PC1320-L,VYG1320,Basrah,load,2022-03-24,16379.49,6910.29,11192.11,7036.46,1032.42,0.0,USD,1.0
PC1320-D,VYG1320,Ulsan,discharge,2022-04-14,12382.63,3548.9,7602.78,8384.0,3761.54,0.0,EUR,1.09
PC1321-L,VYG1321,Ruwais,load,2022-04-21,16856.56,7940.04,11176.57,7335.45,1148.92,0.0,EUR,1.09
PC1321-D,VYG1321,Ulsan,discharge,2022-05-12,14587.34,6876.39,7719.89,12130.6,2475.67,0.0,AED,0.27
PC1322-L,VYG1322,Ras Tanura,load,2022-05-25,10433.95,4901.28,8211.18,14094.51,3880.35,0.0,AED,0.27
PC1322-D,VYG1322,Singapore,discharge,2022-06-14,13429.46,7411.61,12110.24,6724.96,2969.24,0.0,USD,1.0
PC1323-L,VYG1323,Escravos,load,2022-06-28,12863.84,6456.03,4398.78,18655.21,3871.21,0.0,USD,1.0
PC1323-D,VYG1323,Qingdao,discharge,2022-07-14,8061.6,4291.01,5821.28,16775.3,2803.55,0.0,USD,1.0
PC1324-L,VYG1324,Ras Tanura,load,2022-07-27,9805.91,7910.11,7559.86,11952.56,2169.13,0.0,EUR,1.09
PC1324-D,VYG1324,Antwerp,discharge,2022-08-22,12844.1,4663.0,8273.05,18687.14,2517.04,368634.64,EUR,1.09
PC1325-L,VYG1325,Ras Tanura,load,2022-09-01,17221.08,6321.76,11727.13,9435.22,3382.48,0.0,AED,0.27
PC1325-D,VYG1325,Antwerp,discharge,2022-09-17,8222.82,3977.59,4230.58,19269.96,4013.26,324934.67,SGD,0.74
PC1326-L,VYG1326,Basrah,load,2022-09-29,15674.38,3660.93,13032.75,16210.5,2003.39,0.0,USD,1.0
PC1326-D,VYG1326,Singapore,discharge,2022-10-24,13066.19,6993.79,4254.64,12564.86,3207.84,0.0,USD,1.0
PC1327-L,VYG1327,Ruwais,load,2022-11-06,9915.19,5681.62,9356.39,16086.93,3906.34,0.0,SGD,0.74
PC1327-D,VYG1327,Qingdao,discharge,2022-11-18,16537.7,6751.54,9869.19,14094.63,2644.32,0.0,EUR,1.09
PC1328-L,VYG1328,Ruwais,load,2022-12-03,8622.27,7213.74,11200.58,12729.5,3623.2,0.0,USD,1.0
PC1328-D,VYG1328,Ningbo,discharge,2022-12-18,14773.45,5193.24,4210.93,5907.05,2062.25,0.0,USD,1.0
PC1329-L,VYG1329,Escravos,load,2023-01-02,12663.12,4014.56,5912.93,8481.35,3352.68,0.0,EUR,1.09
PC1329-D,VYG1329,Houston,discharge,2023-01-13,15765.25,5315.29,5742.72,6685.84,1265.59,0.0,USD,1.0
PC1330-L,VYG1330,Escravos,load,2023-01-25,11952.5,3284.17,7360.8,19487.74,2530.92,0.0,AED,0.27
PC1330-D,VYG1330,Rotterdam,discharge,2023-02-15,16280.53,3788.18,6703.06,19262.19,2157.82,0.0,SGD,0.74
PC1331-L,VYG1331,Ras Tanura,load,2023-02-26,14532.34,8886.28,9539.57,9612.12,2604.5,0.0,SGD,0.74
PC1331-D,VYG1331,Houston,discharge,2023-03-09,8574.86,3686.47,4085.28,18324.03,3023.89,0.0,SGD,0.74
PC1332-L,VYG1332,Bonny,load,2023-03-25,11019.91,4341.39,10866.87,18855.62,1903.74,0.0,EUR,1.09
PC1332-D,VYG1332,Ulsan,discharge,2023-04-13,11252.98,8152.53,12976.87,18772.92,1885.73,0.0,USD,1.0
PC1333-L,VYG1333,Ruwais,load,2023-04-23,9233.8,5658.79,6980.84,18318.86,1113.6,0.0,SGD,0.74
PC1333-D,VYG1333,Rotterdam,discharge,2023-05-16,14386.6,8465.21,13812.59,14801.13,3862.6,0.0,AED,0.27
PC1334-L,VYG1334,Ruwais,load,2023-05-28,8785.78,5172.86,4100.77,19783.48,3720.54,0.0,SGD,0.74
PC1334-D,VYG1334,Houston,discharge,2023-06-19,8308.13,3119.16,7695.26,8907.66,3552.6,0.0,USD,1.0
PC1335-L,VYG1335,Ras Tanura,load,2023-06-30,9636.86,7769.71,9576.41,10696.41,1441.95,0.0,SGD,0.74
PC1335-D,VYG1335,Antwerp,discharge,2023-07-14,14227.13,5655.08,7736.98,18647.88,3475.12,449607.52,USD,1.0
PC1336-L,VYG1336,Bonny,load,2023-07-24,16165.56,6719.51,12922.5,9520.81,3121.49,0.0,EUR,1.09
PC1336-D,VYG1336,Rotterdam,discharge,2023-08-05,14046.65,9018.88,13891.4,12731.58,2730.66,348756.12,AED,0.27
PC1337-L,VYG1337,Escravos,load,2023-08-14,17029.8,8943.53,11825.36,5997.69,1974.48,0.0,USD,1.0
PC1337-D,VYG1337,Singapore,discharge,2023-09-12,17022.18,7635.48,11460.41,15068.91,2253.28,0.0,USD,1.0
PC1338-L,VYG1338,Ras Tanura,load,2023-09-21,12072.52,7879.77,6960.93,15323.39,3189.22,0.0,EUR,1.09
PC1338-D,VYG1338,Ningbo,discharge,2023-10-04,16500.38,4935.71,11456.96,6619.34,1418.9,0.0,EUR,1.09
PC1339-L,VYG1339,Kharg Island,load,2023-10-18,12213.94,3342.46,13521.91,18590.2,1150.62,0.0,AED,0.27
PC1339-D,VYG1339,Houston,discharge,2023-11-04,16437.73,6073.42,11056.36,18364.98,2740.03,0.0,EUR,1.09
PC1340-L,VYG1340,Kharg Island,load,2023-11-12,9193.82,3025.52,8999.11,19302.61,2726.93,0.0,SGD,0.74
PC1340-D,VYG1340,Rotterdam,discharge,2023-11-29,8336.92,8518.18,7295.81,15623.57,3092.99,343399.65,USD,1.0
PC1341-L,VYG1341,Kharg Island,load,2023-12-06,10573.96,3393.94,7876.17,9789.49,3111.11,0.0,AED,0.27
PC1341-D,VYG1341,Ningbo,discharge,2023-12-25,16251.82,4349.12,9313.25,5627.82,1648.24,0.0,EUR,1.09
PC1342-L,VYG1342,Kharg Island,load,2024-01-06,15669.67,7786.26,11803.26,7159.6,2661.95,0.0,EUR,1.09
PC1342-D,VYG1342,Houston,discharge,2024-01-24,12267.84,8978.75,10575.83,19091.46,1440.84,0.0,USD,1.0
PC1343-L,VYG1343,Bonny,load,2024-02-01,12550.43,7655.08,7704.17,14535.92,2543.56,0.0,USD,1.0
PC1343-D,VYG1343,Ulsan,discharge,2024-02-20,17979.03,4056.71,13398.0,11060.31,2411.99,0.0,AED,0.27
PC1344-L,VYG1344,Kharg Island,load,2024-03-02,13330.31,4607.51,13682.03,18734.55,3931.78,0.0,EUR,1.09
PC1344-D,VYG1344,Ulsan,discharge,2024-03-15,18029.09,7042.2,8545.24,17820.21,1074.99,0.0,EUR,1.09
PC1345-L,VYG1345,Escravos,load,2024-03-28,16398.52,6003.66,10767.97,10646.06,2112.89,0.0,EUR,1.09
PC1345-D,VYG1345,Singapore,discharge,2024-04-14,8344.9,5561.21,8110.49,8399.77,1747.78,0.0,EUR,1.09
PC1346-L,VYG1346,Basrah,load,2024-04-28,13887.53,4922.98,12343.53,6693.01,2742.04,0.0,EUR,1.09
PC1346-D,VYG1346,Ningbo,discharge,2024-05-20,9632.45,6190.01,9557.21,14683.25,2289.88,0.0,SGD,0.74
PC1347-L,VYG1347,Ruwais,load,2024-06-01,13138.4,4099.33,8658.92,10630.77,3008.39,0.0,USD,1.0
PC1347-D,VYG1347,Rotterdam,discharge,2024-06-28,12389.38,7701.64,8287.45,8565.02,1827.14,0.0,EUR,1.09
PC1348-L,VYG1348,Ras Tanura,load,2024-07-10,8481.03,6260.31,12349.84,16591.8,2321.08,0.0,EUR,1.09
PC1348-D,VYG1348,Qingdao,discharge,2024-08-03,9994.41,8208.18,4583.04,11024.97,3581.74,0.0,EUR,1.09
PC1349-L,VYG1349,Bonny,load,2024-08-14,11971.54,3719.61,6681.69,14047.11,1460.96,0.0,USD,1.0
PC1349-D,VYG1349,Ulsan,discharge,2024-09-04,14597.85,5647.73,7368.37,8642.6,3481.56,0.0,AED,0.27
PC1350-L,VYG1350,Escravos,load,2024-09-14,12006.63,7455.65,8431.56,6399.27,2329.26,0.0,EUR,1.09
PC1350-D,VYG1350,Rotterdam,discharge,2024-09-27,13120.47,5766.21,12202.96,18724.98,3371.54,0.0,AED,0.27
PC1351-L,VYG1351,Escravos,load,2024-10-12,13873.91,6269.53,10480.98,9348.51,3446.99,0.0,EUR,1.09
PC1351-D,VYG1351,Antwerp,discharge,2024-11-08,16623.71,4618.65,13071.61,17790.09,2281.04,0.0,USD,1.0
PC1352-L,VYG1352,Bonny,load,2024-11-20,17146.97,3735.04,4294.13,10252.06,2705.29,0.0,USD,1.0
PC1352-D,VYG1352,Antwerp,discharge,2024-12-12,17478.75,4543.36,6834.84,14570.82,1014.96,339745.24,USD,1.0
PC1353-L,VYG1353,Basrah,load,2024-12-22,15326.49,5282.37,13823.4,15422.5,1160.5,0.0,EUR,1.09
PC1353-D,VYG1353,Qingdao,discharge,2025-01-04,8956.03,3540.77,13571.31,15311.64,2290.43,0.0,SGD,0.74
PC1354-L,VYG1354,Bonny,load,2022-01-08,5169.16,4258.28,3108.04,8060.1,1699.82,0.0,USD,1.0
PC1354-D,VYG1354,Antwerp,discharge,2022-01-19,6742.06,2241.27,4024.47,10063.12,1591.03,330091.54,USD,1.0
PC1355-L,VYG1355,Mongstad,load,2022-01-30,8507.51,3225.86,3301.71,8108.15,1292.55,0.0,USD,1.0
PC1355-D,VYG1355,Trieste,discharge,2022-02-25,5047.05,2828.53,5346.67,8282.16,893.66,0.0,EUR,1.09
PC1356-L,VYG1356,Djeno,load,2022-03-06,8659.32,2726.61,3467.54,4095.51,1763.13,0.0,USD,1.0
PC1356-D,VYG1356,Augusta,discharge,2022-04-04,5963.18,3048.54,3217.9,7900.54,1727.27,0.0,USD,1.0
PC1357-L,VYG1357,Ras Tanura,load,2022-04-18,5887.03,4479.75,2224.82,3613.64,1429.29,0.0,SGD,0.74
PC1357-D,VYG1357,Trieste,discharge,2022-05-03,7757.27,2327.12,4929.37,5050.83,1375.5,0.0,AED,0.27
PC1358-L,VYG1358,Bonny,load,2022-05-16,7539.86,4565.7,4421.1,7607.01,1412.63,0.0,USD,1.0
PC1358-D,VYG1358,Fos-sur-Mer,discharge,2022-06-07,5774.03,2334.5,7170.67,4186.44,1741.59,0.0,SGD,0.74
PC1359-L,VYG1359,Djeno,load,2022-06-21,4890.7,4043.49,3026.26,10078.8,1579.95,0.0,USD,1.0
PC1359-D,VYG1359,Fos-sur-Mer,discharge,2022-07-01,4598.94,3698.85,5185.37,5199.32,920.81,0.0,USD,1.0
PC1360-L,VYG1360,Mongstad,load,2022-07-08,7846.93,3848.22,3757.23,9374.09,933.35,0.0,USD,1.0
PC1360-D,VYG1360,Ulsan,discharge,2022-08-04,4494.3,3409.59,2619.86,4727.48,1302.81,0.0,EUR,1.09
PC1361-L,VYG1361,Djeno,load,2022-08-13,5612.86,2216.49,5699.79,6822.58,1818.3,0.0,EUR,1.09
PC1361-D,VYG1361,Ulsan,discharge,2022-09-06,7136.4,3048.69,3416.49,8721.84,821.82,0.0,USD,1.0
PC1362-L,VYG1362,Ras Tanura,load,2022-09-17,5384.85,4158.92,5896.16,7333.1,576.99,0.0,USD,1.0
PC1362-D,VYG1362,Rotterdam,discharge,2022-10-05,6716.45,3863.65,4464.52,2717.35,802.29,301633.8,SGD,0.74
PC1363-L,VYG1363,Ras Tanura,load,2022-10-19,7175.29,3702.07,2239.38,2919.15,921.7,0.0,AED,0.27
PC1363-D,VYG1363,Qingdao,discharge,2022-11-17,4564.76,3230.03,2705.79,7607.03,1721.37,0.0,AED,0.27
PC1364-L,VYG1364,Ras Tanura,load,2022-11-28,9147.67,4490.06,3479.05,2811.26,1027.26,0.0,SGD,0.74
PC1364-D,VYG1364,Ulsan,discharge,2022-12-27,7793.81,1735.38,3925.18,4893.1,856.65,0.0,SGD,0.74
PC1365-L,VYG1365,Mongstad,load,2023-01-06,7781.68,3593.2,4833.39,9641.84,676.53,0.0,EUR,1.09
PC1365-D,VYG1365,Fos-sur-Mer,discharge,2023-01-20,4906.73,2738.69,5455.39,7109.95,631.43,0.0,USD,1.0
PC1366-L,VYG1366,Escravos,load,2023-01-30,9085.19,2495.7,3921.36,7416.46,1981.67,0.0,EUR,1.09
PC1366-D,VYG1366,Antwerp,discharge,2023-02-13,7557.22,4509.8,3035.89,7379.11,1801.43,0.0,EUR,1.09
PC1367-L,VYG1367,Escravos,load,2023-02-23,6763.29,2672.74,7154.59,3675.99,1153.61,0.0,USD,1.0
PC1367-D,VYG1367,Antwerp,discharge,2023-03-10,8645.76,4341.49,7131.97,9440.9,595.65,0.0,USD,1.0
PC1368-L,VYG1368,Djeno,load,2023-03-23,8937.13,2877.32,5433.37,5638.97,1777.85,0.0,USD,1.0
PC1368-D,VYG1368,Qingdao,discharge,2023-04-10,7108.92,4171.19,3067.82,4016.95,1199.25,0.0,USD,1.0
PC1369-L,VYG1369,Basrah,load,2023-04-18,4157.88,3697.84,3596.28,6902.4,625.17,0.0,EUR,1.09
PC1369-D,VYG1369,Ulsan,discharge,2023-05-10,5015.0,3480.86,3645.92,4247.43,871.38,0.0,AED,0.27
PC1370-L,VYG1370,Basrah,load,2023-05-26,5243.23,3480.84,2933.07,5394.31,1582.89,0.0,AED,0.27
PC1370-D,VYG1370,Trieste,discharge,2023-06-09,6787.3,3401.57,3363.02,9811.87,1158.18,0.0,USD,1.0
PC1371-L,VYG1371,Escravos,load,2023-06-26,5615.98,4353.41,5452.33,7341.41,1891.11,0.0,AED,0.27
PC1371-D,VYG1371,Antwerp,discharge,2023-07-12,4435.79,4146.81,5568.97,5373.28,914.01,0.0,EUR,1.09
PC1372-L,VYG1372,Basrah,load,2023-07-20,4674.83,4467.33,2799.88,4593.98,1587.88,0.0,USD,1.0
PC1372-D,VYG1372,Antwerp,discharge,2023-08-02,7802.45,2048.38,6273.01,6538.06,1831.77,0.0,EUR,1.09
PC1373-L,VYG1373,Djeno,load,2023-08-13,4584.31,1682.77,5357.78,3746.02,1330.34,0.0,SGD,0.74
PC1373-D,VYG1373,Ulsan,discharge,2023-09-02,4206.23,3967.78,6714.24,9084.67,2002.11,0.0,SGD,0.74
PC1374-L,VYG1374,Djeno,load,2023-09-15,8799.33,2926.46,4124.8,9528.76,1953.42,0.0,USD,1.0
PC1374-D,VYG1374,Qingdao,discharge,2023-10-03,9159.65,3931.78,3110.28,9906.73,1984.74,0.0,USD,1.0
PC1375-L,VYG1375,Escravos,load,2023-10-17,7575.01,4207.57,4966.08,9900.32,662.27,0.0,SGD,0.74
PC1375-D,VYG1375,Fos-sur-Mer,discharge,2023-11-07,8597.15,1722.06,3818.72,3632.11,1259.33,0.0,SGD,0.74
PC1376-L,VYG1376,Djeno,load,2023-11-22,5333.27,4501.42,4956.49,9540.75,947.66,0.0,AED,0.27
PC1376-D,VYG1376,Ulsan,discharge,2023-12-17,4267.55,3954.53,5695.62,6810.89,1780.45,0.0,USD,1.0
PC1377-L,VYG1377,Basrah,load,2023-12-29,8473.77,3372.5,7057.29,8161.1,1565.82,0.0,USD,1.0
PC1377-D,VYG1377,Augusta,discharge,2024-01-23,6000.68,1557.0,3311.54,8503.72,1616.97,0.0,AED,0.27
PC1378-L,VYG1378,Basrah,load,2024-02-05,5843.61,3489.31,3075.65,4626.45,1985.15,0.0,USD,1.0
PC1378-D,VYG1378,Trieste,discharge,2024-02-22,6268.1,2309.46,4583.39,5582.71,1647.44,0.0,EUR,1.09
PC1379-L,VYG1379,Bonny,load,2024-03-04,9104.27,3384.39,5120.93,5410.8,1391.84,0.0,USD,1.0
PC1379-D,VYG1379,Ulsan,discharge,2024-03-15,5783.2,1553.39,6541.5,5911.52,1279.4,0.0,EUR,1.09
PC1380-L,VYG1380,Mongstad,load,2024-03-27,4564.75,4145.04,2946.74,5765.65,1819.08,0.0,USD,1.0
PC1380-D,VYG1380,Rotterdam,discharge,2024-04-18,6498.55,4436.57,3148.12,8126.39,2032.56,0.0,EUR,1.09
PC1381-L,VYG1381,Basrah,load,2024-04-29,6973.0,3695.77,4098.34,8406.2,1925.42,0.0,USD,1.0
PC1381-D,VYG1381,Antwerp,discharge,2024-05-24,7765.79,4451.38,5108.04,7056.15,988.84,0.0,EUR,1.09
PC1382-L,VYG1382,Escravos,load,2024-06-09,7799.74,4284.05,5405.97,4389.39,1360.04,0.0,EUR,1.09
PC1382-D,VYG1382,Qingdao,discharge,2024-07-07,8039.01,4462.03,2875.75,3571.44,1156.73,0.0,USD,1.0
PC1383-L,VYG1383,Basrah,load,2024-07-18,4782.32,4589.33,4258.91,6718.81,868.65,0.0,EUR,1.09
PC1383-D,VYG1383,Augusta,discharge,2024-08-06,6453.82,4602.55,4591.55,2651.72,892.58,0.0,EUR,1.09
PC1384-L,VYG1384,Sullom Voe,load,2024-08-21,9188.68,4616.11,3154.21,7351.63,635.87,0.0,USD,1.0
PC1384-D,VYG1384,Rotterdam,discharge,2024-09-16,7116.78,1940.35,6296.42,9865.04,784.8,0.0,EUR,1.09
PC1385-L,VYG1385,Escravos,load,2024-09-29,6524.01,1866.33,3818.89,3087.84,926.71,0.0,USD,1.0
PC1385-D,VYG1385,Augusta,discharge,2024-10-14,9249.49,1688.27,6504.67,3183.59,1336.61,0.0,EUR,1.09
PC1386-L,VYG1386,Bonny,load,2024-10-26,6469.29,4437.82,3095.09,3975.87,1677.17,0.0,USD,1.0
PC1386-D,VYG1386,Fos-sur-Mer,discharge,2024-11-15,7882.88,3717.46,2201.66,4598.02,1818.5,0.0,USD,1.0
PC1387-L,VYG1387,Basrah,load,2024-11-27,7237.77,3416.8,3595.57,4599.67,1983.83,0.0,USD,1.0
PC1387-D,VYG1387,Antwerp,discharge,2024-12-07,7893.4,1943.28,6911.49,7096.7,1033.38,0.0,AED,0.27
PC1388-L,VYG1388,Basrah,load,2024-12-20,6185.22,3798.75,4010.74,7068.61,1617.94,0.0,SGD,0.74
PC1388-D,VYG1388,Augusta,discharge,2025-01-17,5142.77,4477.15,3906.89,5833.49,1599.36,0.0,USD,1.0
PC1389-L,VYG1389,Sullom Voe,load,2022-01-06,7466.56,2989.58,5563.63,9827.49,1802.45,0.0,EUR,1.09
PC1389-D,VYG1389,Trieste,discharge,2022-01-20,8608.57,2411.74,4342.84,7052.86,600.26,0.0,EUR,1.09
PC1390-L,VYG1390,Bonny,load,2022-02-03,8319.9,2618.61,3617.76,4711.37,980.57,0.0,AED,0.27
PC1390-D,VYG1390,Fos-sur-Mer,discharge,2022-02-15,6031.48,3513.34,5212.9,4682.91,858.21,0.0,USD,1.0
PC1391-L,VYG1391,Mongstad,load,2022-03-04,8619.7,1884.86,4837.96,6788.46,1442.88,0.0,AED,0.27
PC1391-D,VYG1391,Ulsan,discharge,2022-03-20,8933.95,3574.05,7280.26,9577.26,871.44,0.0,USD,1.0
PC1392-L,VYG1392,Escravos,load,2022-03-27,5518.27,2686.38,4195.03,7046.31,899.7,0.0,USD,1.0
PC1392-D,VYG1392,Fos-sur-Mer,discharge,2022-04-13,5418.43,2802.82,5681.72,8120.6,2082.03,0.0,EUR,1.09
PC1393-L,VYG1393,Sullom Voe,load,2022-04-20,5312.8,2839.29,7232.79,8135.57,1471.72,0.0,EUR,1.09
PC1393-D,VYG1393,Ulsan,discharge,2022-05-16,7100.12,1830.12,6854.88,7622.77,1438.95,0.0,USD,1.0
PC1394-L,VYG1394,Basrah,load,2022-05-29,7099.35,2836.29,3469.72,8654.81,1340.21,0.0,SGD,0.74
PC1394-D,VYG1394,Augusta,discharge,2022-06-14,4419.88,2859.12,7041.6,5622.46,1187.04,0.0,EUR,1.09
PC1395-L,VYG1395,Mongstad,load,2022-06-26,7546.99,4139.33,5662.84,9407.94,711.21,0.0,EUR,1.09
PC1395-D,VYG1395,Antwerp,discharge,2022-07-12,9140.34,4464.47,4871.49,7616.7,868.37,0.0,EUR,1.09
PC1396-L,VYG1396,Bonny,load,2022-07-26,6614.12,2234.6,2236.48,10448.18,942.04,0.0,USD,1.0
PC1396-D,VYG1396,Trieste,discharge,2022-08-13,7383.47,2544.8,4084.29,5812.2,1062.72,0.0,AED,0.27
PC1397-L,VYG1397,Sullom Voe,load,2022-08-26,7618.22,4645.78,4391.76,10387.95,1591.8,0.0,USD,1.0
PC1397-D,VYG1397,Antwerp,discharge,2022-09-18,7457.82,2343.99,2453.48,9422.88,1442.63,0.0,SGD,0.74
PC1398-L,VYG1398,Bonny,load,2022-09-29,6436.39,4172.06,3766.08,8879.76,1051.46,0.0,EUR,1.09
PC1398-D,VYG1398,Trieste,discharge,2022-10-24,9120.67,2442.13,2849.04,8199.87,788.93,0.0,USD,1.0
PC1399-L,VYG1399,Bonny,load,2022-11-02,9271.62,3674.67,3343.56,4310.11,1998.96,0.0,AED,0.27
PC1399-D,VYG1399,Ulsan,discharge,2022-11-23,7461.65,4432.08,2704.19,10006.87,1356.88,0.0,EUR,1.09
PC1400-L,VYG1400,Ras Tanura,load,2022-12-05,7782.64,2775.74,2433.44,10265.88,2111.41,0.0,EUR,1.09
PC1400-D,VYG1400,Rotterdam,discharge,2022-12-18,9242.5,2123.37,2939.83,3231.24,1152.12,341972.96,EUR,1.09
PC1401-L,VYG1401,Djeno,load,2023-01-01,4517.2,2845.01,2853.47,8457.7,1855.05,0.0,SGD,0.74
PC1401-D,VYG1401,Antwerp,discharge,2023-01-24,7885.42,2227.57,6184.3,4633.53,1737.59,0.0,SGD,0.74
PC1402-L,VYG1402,Ras Tanura,load,2023-02-03,7247.21,2756.15,2562.51,9228.7,2024.05,0.0,AED,0.27
PC1402-D,VYG1402,Qingdao,discharge,2023-03-04,7769.36,4657.24,7070.79,4197.14,1692.63,0.0,AED,0.27
PC1403-L,VYG1403,Djeno,load,2023-03-17,6091.32,3140.31,2951.92,10399.5,1684.56,0.0,USD,1.0
PC1403-D,VYG1403,Trieste,discharge,2023-04-12,5654.61,2771.28,4359.16,8592.89,2001.86,0.0,EUR,1.09
PC1404-L,VYG1404,Basrah,load,2023-04-24,5943.63,3092.55,5264.0,5777.08,1331.65,0.0,EUR,1.09
PC1404-D,VYG1404,Qingdao,discharge,2023-05-05,4800.25,2123.2,4245.84,9923.77,1085.48,0.0,USD,1.0
PC1405-L,VYG1405,Ras Tanura,load,2023-05-20,5563.9,3952.3,7150.39,6300.03,543.68,0.0,SGD,0.74
PC1405-D,VYG1405,Antwerp,discharge,2023-06-11,6439.82,3732.19,3591.9,2669.14,1077.75,396985.39,USD,1.0
PC1406-L,VYG1406,Bonny,load,2023-06-25,7975.4,2840.1,3281.62,6338.85,1726.23,0.0,EUR,1.09
PC1406-D,VYG1406,Fos-sur-Mer,discharge,2023-07-15,4873.0,3789.77,5656.92,5597.37,2072.83,0.0,SGD,0.74
PC1407-L,VYG1407,Bonny,load,2023-08-01,8981.94,2595.39,2284.78,5101.02,855.51,0.0,AED,0.27
PC1407-D,VYG1407,Fos-sur-Mer,discharge,2023-08-20,7140.44,4511.61,6732.79,5081.34,1211.47,0.0,USD,1.0
PC1408-L,VYG1408,Basrah,load,2023-08-29,4433.67,3320.44,2455.85,10111.92,1908.42,0.0,USD,1.0
PC1408-D,VYG1408,Trieste,discharge,2023-09-20,5375.19,3813.99,5130.51,9020.79,1286.29,0.0,AED,0.27
PC1409-L,VYG1409,Basrah,load,2023-09-30,5256.39,3624.7,2545.49,7297.47,868.2,0.0,EUR,1.09
PC1409-D,VYG1409,Ulsan,discharge,2023-10-21,7870.16,4223.18,2700.48,5832.13,1696.3,0.0,USD,1.0
PC1410-L,VYG1410,Basrah,load,2023-10-31,5107.63,3391.55,5680.75,5470.61,1852.85,0.0,SGD,0.74
PC1410-D,VYG1410,Qingdao,discharge,2023-11-13,6946.49,3583.84,2866.63,2834.12,610.69,0.0,AED,0.27
PC1411-L,VYG1411,Djeno,load,2023-11-24,9030.78,4396.8,6400.23,4236.92,1365.48,0.0,AED,0.27
PC1411-D,VYG1411,Rotterdam,discharge,2023-12-08,8459.42,3735.45,2732.26,9769.55,785.49,0.0,EUR,1.09
PC1412-L,VYG1412,Ras Tanura,load,2023-12-22,5150.52,4455.21,4688.47,5614.49,1410.31,0.0,USD,1.0
PC1412-D,VYG1412,Augusta,discharge,2024-01-08,9441.41,1970.42,6131.83,5307.89,716.11,0.0,AED,0.27
PC1413-L,VYG1413,Sullom Voe,load,2024-01-19,6476.25,3335.03,3211.6,5871.89,1540.72,0.0,EUR,1.09
PC1413-D,VYG1413,Ulsan,discharge,2024-02-03,7295.17,3889.65,6552.94,5902.67,1202.52,0.0,AED,0.27
PC1414-L,VYG1414,Djeno,load,2024-02-15,6872.47,3391.0,2694.11,5135.45,803.31,0.0,SGD,0.74
PC1414-D,VYG1414,Qingdao,discharge,2024-03-02,6285.02,4685.27,5208.47,6063.58,1429.84,0.0,USD,1.0
PC1415-L,VYG1415,Bonny,load,2024-03-11,7786.11,2973.15,4492.86,8226.14,626.77,0.0,SGD,0.74
PC1415-D,VYG1415,Augusta,discharge,2024-03-31,7102.43,3330.5,6130.79,10462.03,1795.25,0.0,USD,1.0
PC1416-L,VYG1416,Djeno,load,2024-04-11,6910.08,2128.86,5237.78,9282.68,2012.54,0.0,EUR,1.09
PC1416-D,VYG1416,Rotterdam,discharge,2024-04-29,8614.15,2190.92,5896.65,9647.23,1612.82,0.0,SGD,0.74
PC1417-L,VYG1417,Djeno,load,2024-05-11,7874.49,3180.52,5495.97,4990.33,671.21,0.0,USD,1.0
PC1417-D,VYG1417,Augusta,discharge,2024-05-27,8626.89,4589.2,6661.16,5304.61,678.71,0.0,AED,0.27
PC1418-L,VYG1418,Djeno,load,2024-06-09,5724.73,4270.22,5595.82,10335.22,1074.86,0.0,EUR,1.09
PC1418-D,VYG1418,Augusta,discharge,2024-06-27,7162.8,4102.32,3360.16,10314.52,1471.91,0.0,USD,1.0
PC1419-L,VYG1419,Mongstad,load,2024-07-07,4281.86,1669.99,6795.74,7779.99,1743.29,0.0,SGD,0.74
PC1419-D,VYG1419,Augusta,discharge,2024-07-19,8395.28,2927.06,6352.64,10103.38,803.75,0.0,AED,0.27
PC1420-L,VYG1420,Bonny,load,2024-07-27,8289.92,2568.78,3823.91,5931.4,1903.31,0.0,EUR,1.09
PC1420-D,VYG1420,Ulsan,discharge,2024-08-08,4356.9,2969.89,5724.25,3527.8,1789.68,0.0,USD,1.0
PC1421-L,VYG1421,Basrah,load,2024-08-20,9232.08,1879.17,2930.63,10394.07,844.59,0.0,USD,1.0
PC1421-D,VYG1421,Ulsan,discharge,2024-09-02,4658.38,4617.97,6850.9,7863.02,1406.78,0.0,USD,1.0
PC1422-L,VYG1422,Basrah,load,2024-09-08,9111.93,3674.55,5609.5,9357.3,1568.66,0.0,USD,1.0
PC1422-D,VYG1422,,discharge,2024-10-06,6909.49,2829.31,4786.61,6803.71,1103.72,0.0,USD,1.0
PC1423-L,VYG1423,Bonny,load,2024-10-13,6615.03,4139.95,4327.52,2853.2,980.0,0.0,EUR,1.09
PC1423-D,VYG1423,Antwerp,discharge,2024-11-04,8445.98,3018.75,3605.65,9095.1,560.55,319396.12,AED,0.27
PC1424-L,VYG1424,Mongstad,load,2024-11-14,5163.53,4219.72,5038.45,8800.52,1862.7,0.0,USD,1.0
PC1424-D,VYG1424,,discharge,2024-12-06,9232.41,1791.69,6355.94,8284.69,859.17,0.0,AED,0.27
